,commit ID,author name,committer name,message,URL,commit date,message_preprocessed
57,MDY6Q29tbWl0NDE2NDQ4Mjo0ZGY3ZTg0ODNiMjY3OWZjMWNiYTM0MTBmMDg5NjBiYWM2ZjUxMTE1,Paweł Marczewski,Tim Graham,Fixed #24788 -- Allowed Forms to specify a prefix at the class level.,https://api.github.com/repos/django/django/git/commits/4df7e8483b2679fc1cba3410f08960bac6f51115,2015-05-24,Fixed #24788 -- Allowed Forms to specify a prefix at the class level.
57,MDY6Q29tbWl0NDE2NDQ4Mjo0ZGY3ZTg0ODNiMjY3OWZjMWNiYTM0MTBmMDg5NjBiYWM2ZjUxMTE1,Paweł Marczewski,Tim Graham,Fixed #24788 -- Allowed Forms to specify a prefix at the class level.,https://api.github.com/repos/django/django/git/commits/4df7e8483b2679fc1cba3410f08960bac6f51115,2015-05-24,
58,MDY6Q29tbWl0NDE2NDQ4Mjo0ZGNjNjQ5MzQxOGM3OGRiMDc3NjExODBiZjYyNjVmNWIyYmJjY2Jm,wdmgsm,Tim Graham,Fixed #24497 -- Added Widget.supports_microseconds attribute,https://api.github.com/repos/django/django/git/commits/4dcc6493418c78db07761180bf6265f5b2bbccbf,2015-04-08,Fixed #24497 -- Added Widget.supports_microseconds attribute
58,MDY6Q29tbWl0NDE2NDQ4Mjo0ZGNjNjQ5MzQxOGM3OGRiMDc3NjExODBiZjYyNjVmNWIyYmJjY2Jm,wdmgsm,Tim Graham,Fixed #24497 -- Added Widget.supports_microseconds attribute,https://api.github.com/repos/django/django/git/commits/4dcc6493418c78db07761180bf6265f5b2bbccbf,2015-04-08,
59,MDY6Q29tbWl0NDE2NDQ4MjoxZjJhYmY3ODRhOWZlNTUwOTU5ZGUyNDJkOTE5NjNiMmFkNmY3ZTlj,Moritz Sichert,Tim Graham,Fixed #24469 -- Refined escaping of Django's form elements in non-Django templates.,https://api.github.com/repos/django/django/git/commits/1f2abf784a9fe550959de242d91963b2ad6f7e9c,2015-03-18,Fixed #24469 -- Refined escaping of Django's form elements in non-Django templates.
59,MDY6Q29tbWl0NDE2NDQ4MjoxZjJhYmY3ODRhOWZlNTUwOTU5ZGUyNDJkOTE5NjNiMmFkNmY3ZTlj,Moritz Sichert,Tim Graham,Fixed #24469 -- Refined escaping of Django's form elements in non-Django templates.,https://api.github.com/repos/django/django/git/commits/1f2abf784a9fe550959de242d91963b2ad6f7e9c,2015-03-18,
60,MDY6Q29tbWl0NDE2NDQ4Mjo2YmZmMzQzOTg5NGFjMjJkODBmMjcwZjM2NTEzZmM4NjU4NjI3M2Yz,Moritz Sichert,Tim Graham,"Refs #24469 -- Fixed escaping of forms, fields, and media in non-Django templates.",https://api.github.com/repos/django/django/git/commits/6bff3439894ac22d80f270f36513fc86586273f3,2015-03-10,"Refs #24469 -- Fixed escaping of forms, fields, and media in non-Django templates."
60,MDY6Q29tbWl0NDE2NDQ4Mjo2YmZmMzQzOTg5NGFjMjJkODBmMjcwZjM2NTEzZmM4NjU4NjI3M2Yz,Moritz Sichert,Tim Graham,"Refs #24469 -- Fixed escaping of forms, fields, and media in non-Django templates.",https://api.github.com/repos/django/django/git/commits/6bff3439894ac22d80f270f36513fc86586273f3,2015-03-10,
61,MDY6Q29tbWl0NDE2NDQ4MjoyODk4NmRhNGNhMTY3YWUyNTdhYmNhZjdjYWVhMjMwZWNhMmJjZDgw,Thomas Tanner,Tim Graham,Fixed #5986 -- Added ability to customize order of Form fields,https://api.github.com/repos/django/django/git/commits/28986da4ca167ae257abcaf7caea230eca2bcd80,2015-03-16,Fixed #5986 -- Added ability to customize order of Form fields
61,MDY6Q29tbWl0NDE2NDQ4MjoyODk4NmRhNGNhMTY3YWUyNTdhYmNhZjdjYWVhMjMwZWNhMmJjZDgw,Thomas Tanner,Tim Graham,Fixed #5986 -- Added ability to customize order of Form fields,https://api.github.com/repos/django/django/git/commits/28986da4ca167ae257abcaf7caea230eca2bcd80,2015-03-16,
62,MDY6Q29tbWl0NDE2NDQ4Mjo2NTQ0MWJiZGIwMjQyNzY1NTg2OWM0Mjc5MWEwYmM1YTljNjMxMjky,Michael Angeletti,Tim Graham,Fixed #24391 -- Made BoundField.value() cache callable values.,https://api.github.com/repos/django/django/git/commits/65441bbdb02427655869c42791a0bc5a9c631292,2015-02-23,Fixed #24391 -- Made BoundField.value() cache callable values.
62,MDY6Q29tbWl0NDE2NDQ4Mjo2NTQ0MWJiZGIwMjQyNzY1NTg2OWM0Mjc5MWEwYmM1YTljNjMxMjky,Michael Angeletti,Tim Graham,Fixed #24391 -- Made BoundField.value() cache callable values.,https://api.github.com/repos/django/django/git/commits/65441bbdb02427655869c42791a0bc5a9c631292,2015-02-23,
63,MDY6Q29tbWl0NDE2NDQ4MjowZWQ3ZDE1NTYzNWRhOWY3OWQ0ZGQ2N2U0ODg5MDg3ZDM2NzNjNmRh,Tim Graham,Tim Graham,Sorted imports with isort; refs #23860.,https://api.github.com/repos/django/django/git/commits/0ed7d155635da9f79d4dd67e4889087d3673c6da,2015-01-28,Sorted imports with isort; refs #23860.
63,MDY6Q29tbWl0NDE2NDQ4MjowZWQ3ZDE1NTYzNWRhOWY3OWQ0ZGQ2N2U0ODg5MDg3ZDM2NzNjNmRh,Tim Graham,Tim Graham,Sorted imports with isort; refs #23860.,https://api.github.com/repos/django/django/git/commits/0ed7d155635da9f79d4dd67e4889087d3673c6da,2015-01-28,
64,MDY6Q29tbWl0NDE2NDQ4Mjo5NzA0YjBhODJlMWYxYzZlZDAxMThmOTQ4YTU2NjUyNTk0ZjBhNDNi,Tim Graham,Tim Graham,Removed forms.forms.get_declared_fields() per deprecation timeline; refs #19617.,https://api.github.com/repos/django/django/git/commits/9704b0a82e1f1c6ed0118f948a56652594f0a43b,2015-01-18,Removed forms.forms.get_declared_fields() per deprecation timeline; refs #19617.
64,MDY6Q29tbWl0NDE2NDQ4Mjo5NzA0YjBhODJlMWYxYzZlZDAxMThmOTQ4YTU2NjUyNTk0ZjBhNDNi,Tim Graham,Tim Graham,Removed forms.forms.get_declared_fields() per deprecation timeline; refs #19617.,https://api.github.com/repos/django/django/git/commits/9704b0a82e1f1c6ed0118f948a56652594f0a43b,2015-01-18,
65,MDY6Q29tbWl0NDE2NDQ4MjozZjllYzEyZDljOWVmZjlhM2IxYTIwNWQ4N2M3ZTY2NTg3Y2Y5OTY3,Yang Liu,Tim Graham,Fixed #23712 -- Fixed KeyError with BaseForm._html_output(),https://api.github.com/repos/django/django/git/commits/3f9ec12d9c9eff9a3b1a205d87c7e66587cf9967,2015-01-06,Fixed #23712 -- Fixed KeyError with BaseForm._html_output()
65,MDY6Q29tbWl0NDE2NDQ4MjozZjllYzEyZDljOWVmZjlhM2IxYTIwNWQ4N2M3ZTY2NTg3Y2Y5OTY3,Yang Liu,Tim Graham,Fixed #23712 -- Fixed KeyError with BaseForm._html_output(),https://api.github.com/repos/django/django/git/commits/3f9ec12d9c9eff9a3b1a205d87c7e66587cf9967,2015-01-06,
66,MDY6Q29tbWl0NDE2NDQ4Mjo1NjBiNDIwN2IxNDkwYTdkMGNiZjcwY2ZiZWJhN2RhZjIwODJlNWJl,Berker Peksag,Tim Graham,"Removed redundant numbered parameters from str.format().

Since Python 2.7 and 3.1, ""{0} {1}"" is equivalent to ""{} {}"".",https://api.github.com/repos/django/django/git/commits/560b4207b1490a7d0cbf70cfbeba7daf2082e5be,2014-11-27,Removed redundant numbered parameters from str.format().
66,MDY6Q29tbWl0NDE2NDQ4Mjo1NjBiNDIwN2IxNDkwYTdkMGNiZjcwY2ZiZWJhN2RhZjIwODJlNWJl,Berker Peksag,Tim Graham,"Removed redundant numbered parameters from str.format().

Since Python 2.7 and 3.1, ""{0} {1}"" is equivalent to ""{} {}"".",https://api.github.com/repos/django/django/git/commits/560b4207b1490a7d0cbf70cfbeba7daf2082e5be,2014-11-27,"Since Python 2.7 and 3.1, ""{0} {1}"" is equivalent to ""{} {}""."
67,MDY6Q29tbWl0NDE2NDQ4MjoxMTAxNDY3Y2UwNzU2MjcyYTU0ZjRjN2JjNjVjNGMzMzVhOTQxMTFi,Tim Graham,Tim Graham,"Limited lines to 119 characters in django/

refs #23395.",https://api.github.com/repos/django/django/git/commits/1101467ce0756272a54f4c7bc65c4c335a94111b,2014-09-04,Limited lines to 119 characters in django/
67,MDY6Q29tbWl0NDE2NDQ4MjoxMTAxNDY3Y2UwNzU2MjcyYTU0ZjRjN2JjNjVjNGMzMzVhOTQxMTFi,Tim Graham,Tim Graham,"Limited lines to 119 characters in django/

refs #23395.",https://api.github.com/repos/django/django/git/commits/1101467ce0756272a54f4c7bc65c4c335a94111b,2014-09-04,refs #23395.
68,MDY6Q29tbWl0NDE2NDQ4MjphNjY5MWU1ZGNmZGZkMTUyOTk4N2JlM2JkY2YwNmU3YWI5OTQ4MzU2,areski,Tim Graham,"Fixed #23167 -- Added BaseForm.__repr__()

Thanks Keryn Knight for the idea.",https://api.github.com/repos/django/django/git/commits/a6691e5dcfdfd1529987be3bdcf06e7ab9948356,2014-08-21,Fixed #23167 -- Added BaseForm.__repr__()
68,MDY6Q29tbWl0NDE2NDQ4MjphNjY5MWU1ZGNmZGZkMTUyOTk4N2JlM2JkY2YwNmU3YWI5OTQ4MzU2,areski,Tim Graham,"Fixed #23167 -- Added BaseForm.__repr__()

Thanks Keryn Knight for the idea.",https://api.github.com/repos/django/django/git/commits/a6691e5dcfdfd1529987be3bdcf06e7ab9948356,2014-08-21,Thanks Keryn Knight for the idea.
69,MDY6Q29tbWl0NDE2NDQ4MjpkZWVkMDBjMGQ4MDNkMzI0YTNkZmRlYmE1MjQ1OGI2YjAwOWMxYTkw,Gabriel Muñumel,Tim Graham,Fixed #23162 -- Renamed forms.Field._has_changed() to has_changed().,https://api.github.com/repos/django/django/git/commits/deed00c0d803d324a3dfdeba52458b6b009c1a90,2014-08-07,Fixed #23162 -- Renamed forms.Field._has_changed() to has_changed().
69,MDY6Q29tbWl0NDE2NDQ4MjpkZWVkMDBjMGQ4MDNkMzI0YTNkZmRlYmE1MjQ1OGI2YjAwOWMxYTkw,Gabriel Muñumel,Tim Graham,Fixed #23162 -- Renamed forms.Field._has_changed() to has_changed().,https://api.github.com/repos/django/django/git/commits/deed00c0d803d324a3dfdeba52458b6b009c1a90,2014-08-07,
70,MDY6Q29tbWl0NDE2NDQ4Mjo1ZTA2ZmExNDY5MTgwOTA5YzUxYzA3MTUxNjkyNDEyMjY5ZTUxZWEz,Vincent-Vega,Tim Graham,"Fixed #22745 -- Prevented reevaluation of ModelChoiceField's queryset when accesssing BoundField's attrs.

Thanks Christian Schmitt for review.",https://api.github.com/repos/django/django/git/commits/5e06fa1469180909c51c07151692412269e51ea3,2014-06-16,Fixed #22745 -- Prevented reevaluation of ModelChoiceField's queryset when accesssing BoundField's attrs.
70,MDY6Q29tbWl0NDE2NDQ4Mjo1ZTA2ZmExNDY5MTgwOTA5YzUxYzA3MTUxNjkyNDEyMjY5ZTUxZWEz,Vincent-Vega,Tim Graham,"Fixed #22745 -- Prevented reevaluation of ModelChoiceField's queryset when accesssing BoundField's attrs.

Thanks Christian Schmitt for review.",https://api.github.com/repos/django/django/git/commits/5e06fa1469180909c51c07151692412269e51ea3,2014-06-16,Thanks Christian Schmitt for review.
71,MDY6Q29tbWl0NDE2NDQ4MjozOTljZjMwM2NiZmUwODZlNzhmZDk0MjFiNzVjNmRmNTVmYzIzNGQw,Tim Graham,Tim Graham,Corrected a comment in forms/forms.py; refs #16612.,https://api.github.com/repos/django/django/git/commits/399cf303cbfe086e78fd9421b75c6df55fc234d0,2014-08-04,Corrected a comment in forms/forms.py; refs #16612.
71,MDY6Q29tbWl0NDE2NDQ4MjozOTljZjMwM2NiZmUwODZlNzhmZDk0MjFiNzVjNmRmNTVmYzIzNGQw,Tim Graham,Tim Graham,Corrected a comment in forms/forms.py; refs #16612.,https://api.github.com/repos/django/django/git/commits/399cf303cbfe086e78fd9421b75c6df55fc234d0,2014-08-04,
72,MDY6Q29tbWl0NDE2NDQ4MjpkZTBhMjJiZTM1YmJlNmYyM2Q4MjZiY2M5YWEyNzc1NmZmZTU5ZThj,Baptiste Mispelon,Baptiste Mispelon,Fixed two typos in docstrings.,https://api.github.com/repos/django/django/git/commits/de0a22be35bbe6f23d826bcc9aa27756ffe59e8c,2014-08-02,Fixed two typos in docstrings.
72,MDY6Q29tbWl0NDE2NDQ4MjpkZTBhMjJiZTM1YmJlNmYyM2Q4MjZiY2M5YWEyNzc1NmZmZTU5ZThj,Baptiste Mispelon,Baptiste Mispelon,Fixed two typos in docstrings.,https://api.github.com/repos/django/django/git/commits/de0a22be35bbe6f23d826bcc9aa27756ffe59e8c,2014-08-02,
73,MDY6Q29tbWl0NDE2NDQ4Mjo5MjA5MDQ5MjExYWNiZTFhNTNjM2RjNDA5ZGQ1ZmUyNmVkZjIxNjM0,Claude Paroz,Claude Paroz,"Ensured bound field renders as unicode safe data

Refs #22950.",https://api.github.com/repos/django/django/git/commits/9209049211acbe1a53c3dc409dd5fe26edf21634,2014-07-05,Ensured bound field renders as unicode safe data
73,MDY6Q29tbWl0NDE2NDQ4Mjo5MjA5MDQ5MjExYWNiZTFhNTNjM2RjNDA5ZGQ1ZmUyNmVkZjIxNjM0,Claude Paroz,Claude Paroz,"Ensured bound field renders as unicode safe data

Refs #22950.",https://api.github.com/repos/django/django/git/commits/9209049211acbe1a53c3dc409dd5fe26edf21634,2014-07-05,Refs #22950.
74,MDY6Q29tbWl0NDE2NDQ4MjoxMWYwODk5YmJlN2MwNGRjNjEwOWY1N2MzYjM2ZWQ4NjIxYjhmMDhl,Nick Presta,Tim Graham,"Fixed #11776 -- Added CSS class for non-field/top of form errors.

Thanks Daniel Pope for the suggestion.",https://api.github.com/repos/django/django/git/commits/11f0899bbe7c04dc6109f57c3b36ed8621b8f08e,2014-04-15,Fixed #11776 -- Added CSS class for non-field/top of form errors.
74,MDY6Q29tbWl0NDE2NDQ4MjoxMWYwODk5YmJlN2MwNGRjNjEwOWY1N2MzYjM2ZWQ4NjIxYjhmMDhl,Nick Presta,Tim Graham,"Fixed #11776 -- Added CSS class for non-field/top of form errors.

Thanks Daniel Pope for the suggestion.",https://api.github.com/repos/django/django/git/commits/11f0899bbe7c04dc6109f57c3b36ed8621b8f08e,2014-04-15,Thanks Daniel Pope for the suggestion.
75,MDY6Q29tbWl0NDE2NDQ4Mjo5ZmIwZjVkZGRjNGNmN2YyZDI5NGFmMWJjZGUyYzM1OWNmZmQ5MGE1,Marc Tamlyn,Marc Tamlyn,"Fixed #22510 -- Harden field removal to only None.

Refs #8620.

If we allow any value to remove form fields then we get name clashes
with method names, media classes etc. There was a backwards
incompatibility introduced meaning ModelForm subclasses with declared
fields called media or clean would lose those fields.

Field removal is now only permitted by using the sentinel value None.
The docs have been slightly reworded to refer to removal of fields
rather than shadowing.

Thanks to gcbirzan for the report and initial patch, and several of the
core team for opinions.",https://api.github.com/repos/django/django/git/commits/9fb0f5dddc4cf7f2d294af1bcde2c359cffd90a5,2014-05-24,Fixed #22510 -- Harden field removal to only None.
75,MDY6Q29tbWl0NDE2NDQ4Mjo5ZmIwZjVkZGRjNGNmN2YyZDI5NGFmMWJjZGUyYzM1OWNmZmQ5MGE1,Marc Tamlyn,Marc Tamlyn,"Fixed #22510 -- Harden field removal to only None.

Refs #8620.

If we allow any value to remove form fields then we get name clashes
with method names, media classes etc. There was a backwards
incompatibility introduced meaning ModelForm subclasses with declared
fields called media or clean would lose those fields.

Field removal is now only permitted by using the sentinel value None.
The docs have been slightly reworded to refer to removal of fields
rather than shadowing.

Thanks to gcbirzan for the report and initial patch, and several of the
core team for opinions.",https://api.github.com/repos/django/django/git/commits/9fb0f5dddc4cf7f2d294af1bcde2c359cffd90a5,2014-05-24,Refs #8620
75,MDY6Q29tbWl0NDE2NDQ4Mjo5ZmIwZjVkZGRjNGNmN2YyZDI5NGFmMWJjZGUyYzM1OWNmZmQ5MGE1,Marc Tamlyn,Marc Tamlyn,"Fixed #22510 -- Harden field removal to only None.

Refs #8620.

If we allow any value to remove form fields then we get name clashes
with method names, media classes etc. There was a backwards
incompatibility introduced meaning ModelForm subclasses with declared
fields called media or clean would lose those fields.

Field removal is now only permitted by using the sentinel value None.
The docs have been slightly reworded to refer to removal of fields
rather than shadowing.

Thanks to gcbirzan for the report and initial patch, and several of the
core team for opinions.",https://api.github.com/repos/django/django/git/commits/9fb0f5dddc4cf7f2d294af1bcde2c359cffd90a5,2014-05-24,"If we allow any value to remove form fields then we get name clashes
with method names, media classes etc"
75,MDY6Q29tbWl0NDE2NDQ4Mjo5ZmIwZjVkZGRjNGNmN2YyZDI5NGFmMWJjZGUyYzM1OWNmZmQ5MGE1,Marc Tamlyn,Marc Tamlyn,"Fixed #22510 -- Harden field removal to only None.

Refs #8620.

If we allow any value to remove form fields then we get name clashes
with method names, media classes etc. There was a backwards
incompatibility introduced meaning ModelForm subclasses with declared
fields called media or clean would lose those fields.

Field removal is now only permitted by using the sentinel value None.
The docs have been slightly reworded to refer to removal of fields
rather than shadowing.

Thanks to gcbirzan for the report and initial patch, and several of the
core team for opinions.",https://api.github.com/repos/django/django/git/commits/9fb0f5dddc4cf7f2d294af1bcde2c359cffd90a5,2014-05-24,"There was a backwards
incompatibility introduced meaning ModelForm subclasses with declared
fields called media or clean would lose those fields"
75,MDY6Q29tbWl0NDE2NDQ4Mjo5ZmIwZjVkZGRjNGNmN2YyZDI5NGFmMWJjZGUyYzM1OWNmZmQ5MGE1,Marc Tamlyn,Marc Tamlyn,"Fixed #22510 -- Harden field removal to only None.

Refs #8620.

If we allow any value to remove form fields then we get name clashes
with method names, media classes etc. There was a backwards
incompatibility introduced meaning ModelForm subclasses with declared
fields called media or clean would lose those fields.

Field removal is now only permitted by using the sentinel value None.
The docs have been slightly reworded to refer to removal of fields
rather than shadowing.

Thanks to gcbirzan for the report and initial patch, and several of the
core team for opinions.",https://api.github.com/repos/django/django/git/commits/9fb0f5dddc4cf7f2d294af1bcde2c359cffd90a5,2014-05-24,Field removal is now only permitted by using the sentinel value None
75,MDY6Q29tbWl0NDE2NDQ4Mjo5ZmIwZjVkZGRjNGNmN2YyZDI5NGFmMWJjZGUyYzM1OWNmZmQ5MGE1,Marc Tamlyn,Marc Tamlyn,"Fixed #22510 -- Harden field removal to only None.

Refs #8620.

If we allow any value to remove form fields then we get name clashes
with method names, media classes etc. There was a backwards
incompatibility introduced meaning ModelForm subclasses with declared
fields called media or clean would lose those fields.

Field removal is now only permitted by using the sentinel value None.
The docs have been slightly reworded to refer to removal of fields
rather than shadowing.

Thanks to gcbirzan for the report and initial patch, and several of the
core team for opinions.",https://api.github.com/repos/django/django/git/commits/9fb0f5dddc4cf7f2d294af1bcde2c359cffd90a5,2014-05-24,"The docs have been slightly reworded to refer to removal of fields
rather than shadowing"
75,MDY6Q29tbWl0NDE2NDQ4Mjo5ZmIwZjVkZGRjNGNmN2YyZDI5NGFmMWJjZGUyYzM1OWNmZmQ5MGE1,Marc Tamlyn,Marc Tamlyn,"Fixed #22510 -- Harden field removal to only None.

Refs #8620.

If we allow any value to remove form fields then we get name clashes
with method names, media classes etc. There was a backwards
incompatibility introduced meaning ModelForm subclasses with declared
fields called media or clean would lose those fields.

Field removal is now only permitted by using the sentinel value None.
The docs have been slightly reworded to refer to removal of fields
rather than shadowing.

Thanks to gcbirzan for the report and initial patch, and several of the
core team for opinions.",https://api.github.com/repos/django/django/git/commits/9fb0f5dddc4cf7f2d294af1bcde2c359cffd90a5,2014-05-24,"Thanks to gcbirzan for the report and initial patch, and several of the
core team for opinions."
76,MDY6Q29tbWl0NDE2NDQ4Mjo1ZWI4MWNlNDQ1MzI1OTZlY2MxYzc4MWQ5M2YzNDIxYTQ2N2E2MjA2,Julen Ruiz Aizpuru,Tim Graham,"Fixed #22533 -- Added label_suffix parameter to form fields.

Fields can now receive the `label_suffix` attribute, which will override
a form's `label_suffix`.

This enhances the possibility to customize form's `label_suffix`, allowing
to use such customizations while using shortcuts such as
`{{ form.as_p }}`.

Note that the field's own customization can be overridden at runtime by
using the `label_prefix` parameter to `BoundField.label_tag()`.

Refs #18134.",https://api.github.com/repos/django/django/git/commits/5eb81ce44532596ecc1c781d93f3421a467a6206,2014-04-29,Fixed #22533 -- Added label_suffix parameter to form fields.
76,MDY6Q29tbWl0NDE2NDQ4Mjo1ZWI4MWNlNDQ1MzI1OTZlY2MxYzc4MWQ5M2YzNDIxYTQ2N2E2MjA2,Julen Ruiz Aizpuru,Tim Graham,"Fixed #22533 -- Added label_suffix parameter to form fields.

Fields can now receive the `label_suffix` attribute, which will override
a form's `label_suffix`.

This enhances the possibility to customize form's `label_suffix`, allowing
to use such customizations while using shortcuts such as
`{{ form.as_p }}`.

Note that the field's own customization can be overridden at runtime by
using the `label_prefix` parameter to `BoundField.label_tag()`.

Refs #18134.",https://api.github.com/repos/django/django/git/commits/5eb81ce44532596ecc1c781d93f3421a467a6206,2014-04-29,"Fields can now receive the `label_suffix` attribute, which will override
a form's `label_suffix`"
76,MDY6Q29tbWl0NDE2NDQ4Mjo1ZWI4MWNlNDQ1MzI1OTZlY2MxYzc4MWQ5M2YzNDIxYTQ2N2E2MjA2,Julen Ruiz Aizpuru,Tim Graham,"Fixed #22533 -- Added label_suffix parameter to form fields.

Fields can now receive the `label_suffix` attribute, which will override
a form's `label_suffix`.

This enhances the possibility to customize form's `label_suffix`, allowing
to use such customizations while using shortcuts such as
`{{ form.as_p }}`.

Note that the field's own customization can be overridden at runtime by
using the `label_prefix` parameter to `BoundField.label_tag()`.

Refs #18134.",https://api.github.com/repos/django/django/git/commits/5eb81ce44532596ecc1c781d93f3421a467a6206,2014-04-29,"This enhances the possibility to customize form's `label_suffix`, allowing
to use such customizations while using shortcuts such as
`{{ form.as_p }}`"
76,MDY6Q29tbWl0NDE2NDQ4Mjo1ZWI4MWNlNDQ1MzI1OTZlY2MxYzc4MWQ5M2YzNDIxYTQ2N2E2MjA2,Julen Ruiz Aizpuru,Tim Graham,"Fixed #22533 -- Added label_suffix parameter to form fields.

Fields can now receive the `label_suffix` attribute, which will override
a form's `label_suffix`.

This enhances the possibility to customize form's `label_suffix`, allowing
to use such customizations while using shortcuts such as
`{{ form.as_p }}`.

Note that the field's own customization can be overridden at runtime by
using the `label_prefix` parameter to `BoundField.label_tag()`.

Refs #18134.",https://api.github.com/repos/django/django/git/commits/5eb81ce44532596ecc1c781d93f3421a467a6206,2014-04-29,"Note that the field's own customization can be overridden at runtime by
using the `label_prefix` parameter to `BoundField.label_tag()`"
76,MDY6Q29tbWl0NDE2NDQ4Mjo1ZWI4MWNlNDQ1MzI1OTZlY2MxYzc4MWQ5M2YzNDIxYTQ2N2E2MjA2,Julen Ruiz Aizpuru,Tim Graham,"Fixed #22533 -- Added label_suffix parameter to form fields.

Fields can now receive the `label_suffix` attribute, which will override
a form's `label_suffix`.

This enhances the possibility to customize form's `label_suffix`, allowing
to use such customizations while using shortcuts such as
`{{ form.as_p }}`.

Note that the field's own customization can be overridden at runtime by
using the `label_prefix` parameter to `BoundField.label_tag()`.

Refs #18134.",https://api.github.com/repos/django/django/git/commits/5eb81ce44532596ecc1c781d93f3421a467a6206,2014-04-29,Refs #18134.
77,MDY6Q29tbWl0NDE2NDQ4MjphNWRlMGRmNThiNTQzMWIyNWEzMjQ2YTU3NDMyZGI3Mzg0M2JlODdm,Stephen Burrows,Claude Paroz,"Fixed #22502 -- Fixed microseconds/default/form interaction

Made explicit lack of microsecond handling by built-in datetime form
fields. Used that explicitness to appropriately nix microsecond
values in bound fields. Thanks Claude Paroz for the review.",https://api.github.com/repos/django/django/git/commits/a5de0df58b5431b25a3246a57432db73843be87f,2014-05-07,Fixed #22502 -- Fixed microseconds/default/form interaction
77,MDY6Q29tbWl0NDE2NDQ4MjphNWRlMGRmNThiNTQzMWIyNWEzMjQ2YTU3NDMyZGI3Mzg0M2JlODdm,Stephen Burrows,Claude Paroz,"Fixed #22502 -- Fixed microseconds/default/form interaction

Made explicit lack of microsecond handling by built-in datetime form
fields. Used that explicitness to appropriately nix microsecond
values in bound fields. Thanks Claude Paroz for the review.",https://api.github.com/repos/django/django/git/commits/a5de0df58b5431b25a3246a57432db73843be87f,2014-05-07,"Made explicit lack of microsecond handling by built-in datetime form
fields"
77,MDY6Q29tbWl0NDE2NDQ4MjphNWRlMGRmNThiNTQzMWIyNWEzMjQ2YTU3NDMyZGI3Mzg0M2JlODdm,Stephen Burrows,Claude Paroz,"Fixed #22502 -- Fixed microseconds/default/form interaction

Made explicit lack of microsecond handling by built-in datetime form
fields. Used that explicitness to appropriately nix microsecond
values in bound fields. Thanks Claude Paroz for the review.",https://api.github.com/repos/django/django/git/commits/a5de0df58b5431b25a3246a57432db73843be87f,2014-05-07,"Used that explicitness to appropriately nix microsecond
values in bound fields"
77,MDY6Q29tbWl0NDE2NDQ4MjphNWRlMGRmNThiNTQzMWIyNWEzMjQ2YTU3NDMyZGI3Mzg0M2JlODdm,Stephen Burrows,Claude Paroz,"Fixed #22502 -- Fixed microseconds/default/form interaction

Made explicit lack of microsecond handling by built-in datetime form
fields. Used that explicitness to appropriately nix microsecond
values in bound fields. Thanks Claude Paroz for the review.",https://api.github.com/repos/django/django/git/commits/a5de0df58b5431b25a3246a57432db73843be87f,2014-05-07,Thanks Claude Paroz for the review.
78,MDY6Q29tbWl0NDE2NDQ4MjpkZjYwZGIwZTc4NzI3OTZiNGE0OGU2MmU5NzMzZjg1YzhkZGY4MzA2,Ben Davis,Tim Graham,Fixed #22570 -- Made Form.__getitem__ KeyError more descriptive.,https://api.github.com/repos/django/django/git/commits/df60db0e7872796b4a48e62e9733f85c8ddf8306,2014-05-03,Fixed #22570 -- Made Form.__getitem__ KeyError more descriptive.
78,MDY6Q29tbWl0NDE2NDQ4MjpkZjYwZGIwZTc4NzI3OTZiNGE0OGU2MmU5NzMzZjg1YzhkZGY4MzA2,Ben Davis,Tim Graham,Fixed #22570 -- Made Form.__getitem__ KeyError more descriptive.,https://api.github.com/repos/django/django/git/commits/df60db0e7872796b4a48e62e9733f85c8ddf8306,2014-05-03,
79,MDY6Q29tbWl0NDE2NDQ4Mjo3ODYyM2QyNTNiNzU0ZWZmZTYxNjIyZGQzZTQ5YzI2NmE1YTg1ZDVm,Tomasz Wysocki,Tim Graham,Removed casting to bool just before negation.,https://api.github.com/repos/django/django/git/commits/78623d253b754effe61622dd3e49c266a5a85d5f,2014-04-04,Removed casting to bool just before negation.
79,MDY6Q29tbWl0NDE2NDQ4Mjo3ODYyM2QyNTNiNzU0ZWZmZTYxNjIyZGQzZTQ5YzI2NmE1YTg1ZDVm,Tomasz Wysocki,Tim Graham,Removed casting to bool just before negation.,https://api.github.com/repos/django/django/git/commits/78623d253b754effe61622dd3e49c266a5a85d5f,2014-04-04,
80,MDY6Q29tbWl0NDE2NDQ4Mjo0MTZhODU4MDIzMjA3NWQ1NjljZjNjMzg2YTk3MDY3ODg0YzY3YTYw,Anubhav Joshi,Tim Graham,"Fixed #17922 -- Added required_css_class to form label.

Thanks hanson2010 for the suggestion.",https://api.github.com/repos/django/django/git/commits/416a8580232075d569cf3c386a97067884c67a60,2014-03-03,Fixed #17922 -- Added required_css_class to form label.
80,MDY6Q29tbWl0NDE2NDQ4Mjo0MTZhODU4MDIzMjA3NWQ1NjljZjNjMzg2YTk3MDY3ODg0YzY3YTYw,Anubhav Joshi,Tim Graham,"Fixed #17922 -- Added required_css_class to form label.

Thanks hanson2010 for the suggestion.",https://api.github.com/repos/django/django/git/commits/416a8580232075d569cf3c386a97067884c67a60,2014-03-03,Thanks hanson2010 for the suggestion.
