text;predicted_decision;predicted_rationale
" If the range being truncated is
covered by a shared pmd, huge_pmd_unshare will be called";0;0
" For all but the
last user of the shared pmd, huge_pmd_unshare will clear the pud pointing
to the pmd";0;0
" If the task in the middle of the page fault is not the last
user, the ptep returned by huge_pte_alloc now points to another task's
page table or worse";1;0
" This leads to bad things such as incorrect page
map/reference counts or invalid memory references";0;1
To fix, expand the use of i_mmap_rwsem as follows;1;1
- i_mmap_rwsem is held in read mode whenever huge_pmd_share is called;1;0
"  huge_pmd_share is only called via huge_pte_alloc, so callers of
  huge_pte_alloc take i_mmap_rwsem before calling";1;0
" In addition, callers
  of huge_pte_alloc continue to hold the semaphore until finished with the
  ptep";0;0
"- i_mmap_rwsem is held in write mode whenever huge_pmd_unshare is
  called.";1;0
mm: migrate: drop unused argument of migrate_page_move_mapping();1;0
"All callers of migrate_page_move_mapping() now pass NULL for 'head'
argument";1;0
 Drop it.;1;0
mm: migrate: provide buffer_migrate_page_norefs();0;1
"Provide a variant of buffer_migrate_page() that also checks whether there
are no unexpected references to buffer heads";0;0
" This function will then be
safe to use for block device pages.";1;1
mm: migrate: move migrate_page_lock_buffers();1;0
"buffer_migrate_page() is the only caller of migrate_page_lock_buffers()
move it close to it and also drop the now unused stub for !CONFIG_BLOCK.";1;1
mm: migrate: lock buffers before migrate_page_move_mapping();0;0
"Lock buffers before calling into migrate_page_move_mapping() so that that
function doesn't have to know about buffers (which is somewhat unexpected
anyway) and all the buffer head logic is in buffer_migrate_page().";1;1
mm: migration: factor out code to compute expected number of page references;0;1
"Patch series ""mm: migrate: Fix page migration stalls for blkdev pages""";1;1
"This patchset deals with page migration stalls that were reported by our
customer due to a block device page that had a bufferhead that was in the
bh LRU cache";0;1
"The patchset modifies the page migration code so that bufferheads are
completely handled inside buffer_migrate_page() and then provides a new
migration helper for pages with buffer heads that is safe to use even for
block device pages and that also deals with bh lrus";1;1
This patch (of 6);1;1
"Factor out function to compute number of expected page references in
migrate_page_move_mapping()";0;1
" Note that we move hpage_nr_pages() and
page_has_private() checks from under xas_lock_irq() however this is safe
since we hold page lock.";0;1
mm/mmu_notifier: use structure for invalidate_range_start/end calls v2;0;0
"To avoid having to change many call sites everytime we want to add a
parameter use a structure to group all parameters for the mmu_notifier
invalidate_range_start/end cakks";1;1
 No functional changes with this patch.;1;0
mm: put_and_wait_on_page_locked() while page is migrated;1;0
"Waiting on a page migration entry has used wait_on_page_locked() all along
since 2006: but you cannot safely wait_on_page_locked() without holding a
reference to the page, and that extra reference is enough to make
migrate_page_move_mapping() fail with -EAGAIN, when a racing task faults
on the entry before migrate_page_move_mapping() gets there";0;1
"And that failure is retried nine times, amplifying the pain when trying to
migrate a popular page";0;1
" With a single persistent faulter, migration
sometimes succeeds; with two or three concurrent faulters, success becomes
much less likely (and the more the page was mapped, the worse the overhead
of unmapping and remapping it on each try)";0;1
"This is especially a problem for memory offlining, where the outer level
retries forever (or until terminated from userspace), because a heavy
refault workload can trigger an endless loop of migration failures";0;1
wait_on_page_locked() is the wrong tool for the job;0;1
David Herrmann (but was he the first?) noticed this issue in 2014;0;0
Tim Chen started a thread in August 2017 which appears relevant;0;0
"where Kan Liang went
on to implicate __migration_entry_wait()";0;1
"and the thread ended
up with the v4.14 commits: 2554db916586 (""sched/wait: Break up long wake
list walk"") 11a19c7b099f (""sched/wait: Introduce wakeup boomark in
wake_up_page_bit"")
Baoquan He reported ""Memory hotplug softlock issue"" 14 November 2018";1;0
"We have all assumed that it is essential to hold a page reference while
waiting on a page lock: partly to guarantee that there is still a struct
page when MEMORY_HOTREMOVE is configured, but also to protect against
reuse of the struct page going to someone who then holds the page locked
indefinitely, when the waiter can reasonably expect timely unlocking";0;1
"But in fact, so long as wait_on_page_bit_common() does the put_page(), and
is careful not to rely on struct page contents thereafter, there is no
need to hold a reference to the page while waiting on it";0;1
" That does mean
that this case cannot go back through the loop: but that's fine for the
page migration case, and even if used more widely, is limited by the ""Stop
walking if it's locked"" optimization in wake_page_function()";0;1
"Add interface put_and_wait_on_page_locked() to do this, using ""behavior""
enum in place of ""lock"" arg to wait_on_page_bit_common() to implement it";1;0
"No interruptible or killable variant needed yet, but they might follow: I
have a vague notion that reporting -EINTR should take precedence over
return from wait_on_page_bit_common() without knowing the page state, so
arrange it accordingly - but that may be nothing but pedantic";0;1
"__migration_entry_wait() still has to take a brief reference to the page,
prior to calling put_and_wait_on_page_locked(): but now that it is dropped
before waiting, the chance of impeding page migration is very much
reduced";1;0
" Should we perhaps disable preemption across this?
shrink_page_list()'s __ClearPageLocked(): that was a surprise!  This
survived a lot of testing before that showed up";0;0
" PageWaiters may have
been set by wait_on_page_bit_common(), and the reference dropped, just
before shrink_page_list() succeeds in freezing its last page reference: in
such a case, unlock_page() must be used";1;1
" Follow the suggestion from
Michal Hocko, just revert a978d6f52106 (""mm: unlockless reclaim"") now";1;1
"that optimization predates PageWaiters, and won't buy much these days; but
we can reinstate it for the !PageWaiters case if anyone notices";0;1
"It does raise the question: should vmscan.c's is_page_cache_freeable() and
__remove_mapping() now treat a PageWaiters page as if an extra reference
were held?  Perhaps, but I don't think it matters much, since
shrink_page_list() already had to win its trylock_page(), so waiters are
not very common there: I noticed no difference when trying the bigger
change, and it's surely not needed while put_and_wait_on_page_locked() is
only used for page migration.";1;1
mm: thp: relocate flush_cache_range() in migrate_misplaced_transhuge_page();0;0
"There should be no cache left by the time we overwrite the old transhuge
pmd with the new one";1;0
" It's already too late to flush through the virtual
address because we already copied the page data to the new physical
address";0;1
So flush the cache before the data copy;0;0
"Also delete the ""end"" variable to shutoff a ""unused variable"" warning on
x86 where flush_cache_range() is a noop.";0;1
mm: thp: fix mmu_notifier in migrate_misplaced_transhuge_page();1;1
"change_huge_pmd() after arming the numa/protnone pmd doesn't flush the TLB
right away";0;0
" do_huge_pmd_numa_page() flushes the TLB before calling
migrate_misplaced_transhuge_page()";0;0
" By the time do_huge_pmd_numa_page()
runs some CPU could still access the page through the TLB";0;1
"change_huge_pmd() before arming the numa/protnone transhuge pmd calls
mmu_notifier_invalidate_range_start()";0;0
" So there's no need of
sequence in migrate_misplaced_transhuge_page() too, because by the time
migrate_misplaced_transhuge_page() runs, the pmd mapping has already been
invalidated in the secondary MMUs";1;1
" It has to or if a secondary MMU can
still write to the page, the migrate_page_copy() would lose data";1;0
"However an explicit mmu_notifier_invalidate_range() is needed before
migrate_misplaced_transhuge_page() starts copying the data of the
transhuge page or the below can happen for MMU notifier users sharing the
primary MMU pagetables and only implementing ->invalidate_range";0;0
"CPU0		CPU1		GPU sharing linux pagetables using
                                only ->invalidate_range
				GPU secondary MMU writes to the page
				mapped by the transhuge pmd
change_pmd_range()
mmu..._range_start()
->invalidate_range_start() noop
change_huge_pmd()
set_pmd_at(numa/protnone)
pmd_unlock()
		do_huge_pmd_numa_page()
		CPU TLB flush globally (1)
		CPU cannot write to page
		migrate_misplaced_transhuge_page()
				GPU writes to the page..";0;1
"		migrate_page_copy()
				...GPU stops writing to the page
CPU TLB flush (2)
mmu..._range_end() (3)
->invalidate_range_stop() noop
->invalidate_range()
				GPU secondary MMU is invalidated
				and cannot write to the page anymore
				(too late)
Just like we need a CPU TLB flush (1) because the TLB flush (2) arrives
too late, we also need a mmu_notifier_invalidate_range() before calling
migrate_misplaced_transhuge_page(), because the ->invalidate_range() in
(3) also arrives too late";0;1
"This requirement is the result of the lazy optimization in
change_huge_pmd() that releases the pmd_lock without first flushing the
TLB and without first calling mmu_notifier_invalidate_range()";0;0
"Even converting the removed mmu_notifier_invalidate_range_only_end() into
a mmu_notifier_invalidate_range_end() would not have been enough to fix
this, because it run after migrate_page_copy()";0;1
"After the hugepage data copy is done migrate_misplaced_transhuge_page()
can proceed and call set_pmd_at without having to flush the TLB nor any
secondary MMUs because the secondary MMU invalidate, just like the CPU TLB
flush, has to happen before the migrate_page_copy() is called or it would
be a bug in the first place (and it was for drivers using
->invalidate_range())";0;0
KVM is unaffected because it doesn't implement ->invalidate_range();0;0
"The standard PAGE_SIZEd migrate_misplaced_page is less accelerated and
uses the generic migrate_pages which transitions the pte from
numa/protnone to a migration entry in try_to_unmap_one() and flushes TLBs
and all mmu notifiers there before copying the page.";0;0
mm: thp: fix MADV_DONTNEED vs migrate_misplaced_transhuge_page race condition;1;1
"Patch series ""migrate_misplaced_transhuge_page race conditions""";0;1
"Aaron found a new instance of the THP MADV_DONTNEED race against
pmdp_clear_flush* variants, that was apparently left unfixed";1;1
"While looking into the race found by Aaron, I may have found two more
issues in migrate_misplaced_transhuge_page";0;1
"These race conditions would not cause kernel instability, but they'd
corrupt userland data or leave data non zero after MADV_DONTNEED";1;1
"I did only minor testing, and I don't expect to be able to reproduce this
(especially the lack of ->invalidate_range before migrate_page_copy,
requires the latest iommu hardware or infiniband to reproduce)";0;1
" The last
patch is noop for x86 and it needs further review from maintainers of
archs that implement flush_cache_range() (not in CC yet)";1;1
"To avoid confusion, it's not the first patch that introduces the bug fixed
in the second patch, even before removing the
pmdp_huge_clear_flush_notify, that _notify suffix was called after
migrate_page_copy already run";0;1
This patch (of 3);1;0
"This is a corollary of ced108037c2aa (""thp: fix MADV_DONTNEED vs";1;1
" numa
balancing race""), 58ceeb6bec8 (""thp: fix MADV_DONTNEED vs";1;1
" MADV_FREE
race"") and 5b7abeae3af8c (""thp: fix MADV_DONTNEED vs clear soft dirty
race)";1;1
"When the above three fixes where posted Dave asked
but apparently this was missed";0;1
"The pmdp_clear_flush* in migrate_misplaced_transhuge_page() was introduced
in a54a407fbf7 (""mm: Close races between THP migration and PMD numa
clearing"")";0;1
"The important part of such commit is only the part where the page lock is
not released until the first do_huge_pmd_numa_page() finished disarming
the pagenuma/protnone";0;1
"The addition of pmdp_clear_flush() wasn't beneficial to such commit and
there's no commentary about such an addition either";0;1
"I guess the pmdp_clear_flush() in such commit was added just in case for
safety, but it ended up introducing the MADV_DONTNEED race condition found
by Aaron";1;0
"At that point in time nobody thought of such kind of MADV_DONTNEED race
conditions yet (they were fixed later) so the code may have looked more
robust by adding the pmdp_clear_flush()";1;1
"This specific race condition won't destabilize the kernel, but it can
confuse userland because after MADV_DONTNEED the memory won't be zeroed
out";1;1
This also optimizes the code and removes a superfluous TLB flush.;1;0
mm: workingset: tell cache transitions from workingset thrashing;1;0
"Refaults happen during transitions between workingsets as well as in-place
thrashing";1;0
" Knowing the difference between the two has a range of
applications, including measuring the impact of memory shortage on the
system performance, as well as the ability to smarter balance pressure
between the filesystem cache and the swap-backed workingset";1;1
"During workingset transitions, inactive cache refaults and pushes out
established active cache";1;0
" When that active cache isn't stale, however,
and also ends up refaulting, that's bonafide thrashing";1;1
"Introduce a new page flag that tells on eviction whether the page has been
active or not in its lifetime";1;1
" This bit is then stored in the shadow
entry, to classify refaults as transitioning or thrashing";0;1
"How many page->flags does this leave us with on 32-bit?
	20 bits are always page flags
	21 if you have an MMU
	23 with the zone bits for DMA, Normal, HighMem, Movable
	29 with the sparsemem section bits
	30 if PAE is enabled
	31 with this patch";0;1
So on 32-bit PAE, that leaves 1 bit for distinguishing two NUMA nodes;1;1
" If
that's not enough, the system can switch to discontigmem and re-gain the 6
or 7 sparsemem section bits.";1;1
mm: Convert page migration to XArray;1;0
;0;0
mm/migrate.c: split only transparent huge pages when allocation fails;0;0
split_huge_page_to_list() fails on HugeTLB pages;1;0
" I was experimenting
with moving 32MB contig HugeTLB pages on arm64 (with a debug patch
applied) and hit the following stack trace when the kernel crashed";1;0
"When unmap_and_move[_huge_page]() fails due to lack of memory, the
splitting should happen only for transparent huge pages not for HugeTLB
pages";0;0
 PageTransHuge() returns true for both THP and HugeTLB pages;0;0
"Hence the conditonal check should test PagesHuge() flag to make sure that
given pages is not a HugeTLB one.";1;1
mm, thp: fix mlocking THP page with migration enabled;1;1
A transparent huge page is represented by a single entry on an LRU list;1;1
"Therefore, we can only make unevictable an entire compound page, not
individual subpages";1;1
"If a user tries to mlock() part of a huge page, we want the rest of the
page to be reclaimable";1;0
"We handle this by keeping PTE-mapped huge pages on normal LRU lists: the
PMD on border of VM_LOCKED VMA will be split into PTE table";1;0
"Introduction of THP migration breaks[1] the rules around mlocking THP
pages";1;0
" If we had a single PMD mapping of the page in mlocked VMA, the
page will get mlocked, regardless of PTE mappings of the page";0;1
"For tmpfs/shmem it's easy to fix by checking PageDoubleMap() in
remove_migration_pmd()";1;1
Anon THP pages can only be shared between processes via fork();0;1
" Mlocked
page can only be shared if parent mlocked it before forking, otherwise CoW
will be triggered on mlock()";0;0
"For Anon-THP, we can fix the issue by munlocking the page on removing PTE
migration entry for the page";1;1
" PTEs for the page will always come after
mlocked PMD: rmap walks VMAs from oldest to newest";0;1
Test-case;0;1
"	int main(void)
		addr = mmap((void *)0x20000000UL, 2UL << 20, PROT_READ | PROT_WRITE,
	        mbind(addr, 2UL << 20, MPOL_PREFERRED | MPOL_F_RELATIVE_NODES,";0;0
mm, sched/numa: Remove rate-limiting of automatic NUMA balancing migration;1;0
"Rate limiting of page migrations due to automatic NUMA balancing was
introduced to mitigate the worst-case scenario of migrating at high
frequency due to false sharing or slowly ping-ponging between nodes";0;0
"Since then, a lot of effort was spent on correctly identifying these
pages and avoiding unnecessary migrations and the safety net may no longer
be required";0;1
"Jirka Hladky reported a regression in 4.17 due to a scheduler patch that
avoids spreading STREAM tasks wide prematurely";1;0
"However, once the task
was properly placed, it delayed migrating the memory due to rate limiting";0;0
Increasing the limit fixed the problem for him;0;0
"Currently, the limit is hard-coded and does not account for the real
capabilities of the hardware";0;0
"Even if an estimate was attempted, it would
not properly account for the number of memory controllers and it could
not account for the amount of bandwidth used for normal accesses";0;1
"Rather
than fudging, this patch simply eliminates the rate limiting";1;1
"However, Jirka reports that a STREAM configuration using multiple
processes achieved similar performance to 4.16";0;0
"In local tests, this patch
improved performance of STREAM relative to the baseline but it is somewhat
machine-dependent";1;1
"Most workloads show little or not performance difference
implying that there is not a heavily reliance on the throttling mechanism
and it is safe to remove";1;1
"STREAM on 2-socket machine
                         4.19.0-rc5             4.19.0-rc5
                         numab-v1r1       noratelimit-v1r1
MB/sec copy     43298.52 (   0.00%)    44673.38 (   3.18%)
MB/sec scale    30115.06 (   0.00%)    31293.06 (   3.91%)
MB/sec add      32825.12 (   0.00%)    34883.62 (   6.27%)
MB/sec triad    32549.52 (   0.00%)    34906.60 (   7.24%";1;0
mm/migrate: Use spin_trylock() while resetting rate limit;1;1
"Since this spinlock will only serialize the migrate rate limiting,
convert the spin_lock() to a spin_trylock()";1;0
"If another thread is updating, this
task can move on";0;1
"Specjbb2005 results (8 warehouses)
Higher bops are better
2 Socket - 2  Node Haswell - X86
JVMS  Prev    Current  %Change
2 Socket - 4 Node Power8 - PowerNV
JVMS  Prev    Current  %Change
2 Socket - 2  Node Power9 - PowerNV
JVMS  Prev    Current  %Change
4 Socket - 4  Node Power7 - PowerVM
JVMS  Prev     Current  %Change
Avoiding stretching of window intervals may be the reason for the
regression";0;1
Also code now uses READ_ONCE/WRITE_ONCE;1;0
"That may
also be hurting performance to some extent";1;1
Some events stats before and after applying the patch;0;0
"perf stats 8th warehouse Multi JVM 2 Socket - 2  Node Haswell - X86
Event                     Before          After
cs                        14,285,708      13,818,546
migrations                1,180,621       1,149,960
faults                    339,114         385,583
cache-misses              55,205,631,894  55,259,546,768
sched:sched_move_numa     843             2,257
sched:sched_stick_numa    6               9
sched:sched_swap_numa     219             512
migrate:mm_migrate_pages  365             2,225
vmstat 8th warehouse Multi JVM 2 Socket - 2  Node Haswell - X86
Event                   Before  After
numa_hint_faults        26907   72692
numa_hint_faults_local  24279   62270
numa_hit                239771  238762
numa_huge_pte_updates   0       48
numa_interleave         68      75
numa_local              239688  238676
numa_other              83      86
numa_pages_migrated     363     2225
numa_pte_updates        27415   98557
perf stats 8th warehouse Single JVM 2 Socket - 2  Node Haswell - X86
Event                     Before          After
cs                        3,202,779       3,173,490
migrations                37,186          36,966
faults                    106,076         108,776
cache-misses              12,024,873,744  12,200,075,320
sched:sched_move_numa     931             1,264
sched:sched_stick_numa    0               0
sched:sched_swap_numa     1               0
migrate:mm_migrate_pages  637             899
vmstat 8th warehouse Single JVM 2 Socket - 2  Node Haswell - X86
Event                   Before  After
numa_hint_faults        17409   21109
numa_hint_faults_local  14367   17120
numa_hit                73953   72934
numa_huge_pte_updates   20      42
numa_interleave         25      33
numa_local              73892   72866
numa_other              61      68
numa_pages_migrated     668     915
numa_pte_updates        27276   42326
perf stats 8th warehouse Multi JVM 2 Socket - 2  Node Power9 - PowerNV
Event                     Before       After
cs                        8,474,013    8,312,022
migrations                254,934      231,705
faults                    320,506      310,242
cache-misses              110,580,458  402,324,573
sched:sched_move_numa     725          193
sched:sched_stick_numa    0            0
sched:sched_swap_numa     7            3
migrate:mm_migrate_pages  145          93
vmstat 8th warehouse Multi JVM 2 Socket - 2  Node Power9 - PowerNV
Event                   Before  After
numa_hint_faults        22797   11838
numa_hint_faults_local  21539   11216
numa_hit                89308   90689
numa_huge_pte_updates   0       0
numa_interleave         865     1579
numa_local              88955   89634
numa_other              353     1055
numa_pages_migrated     149     92
numa_pte_updates        22930   12109
perf stats 8th warehouse Single JVM 2 Socket - 2  Node Power9 - PowerNV
Event                     Before     After
cs                        2,195,628  2,170,481
migrations                11,179     10,126
faults                    149,656    160,962
cache-misses              8,117,515  10,834,845
sched:sched_move_numa     49         10
sched:sched_stick_numa    0          0
sched:sched_swap_numa     0          0
migrate:mm_migrate_pages  5          2
vmstat 8th warehouse Single JVM 2 Socket - 2  Node Power9 - PowerNV
Event                   Before  After
numa_hint_faults        3577    403
numa_hint_faults_local  3476    358
numa_hit                26142   25898
numa_huge_pte_updates   0       0
numa_interleave         358     207
numa_local              26042   25860
numa_other              100     38
numa_pages_migrated     5       2
numa_pte_updates        3587    400
perf stats 8th warehouse Multi JVM 4 Socket - 4  Node Power7 - PowerVM
Event                     Before           After
cs                        100,602,296      110,339,633
migrations                4,135,630        4,139,812
faults                    789,256          863,622
cache-misses              226,160,621,058  231,838,045,660
sched:sched_move_numa     1,366            2,196
sched:sched_stick_numa    16               33
sched:sched_swap_numa     374              544
migrate:mm_migrate_pages  1,350            2,469
vmstat 8th warehouse Multi JVM 4 Socket - 4  Node Power7 - PowerVM
Event                   Before  After
numa_hint_faults        47857   85748
numa_hint_faults_local  39768   66831
numa_hit                240165  242213
numa_huge_pte_updates   0       0
numa_interleave         0       0
numa_local              240165  242211
numa_other              0       2
numa_pages_migrated     1224    2376
numa_pte_updates        48354   86233
perf stats 8th warehouse Single JVM 4 Socket - 4  Node Power7 - PowerVM
Event                     Before          After
cs                        58,515,496      59,331,057
migrations                564,845         552,019
faults                    245,807         266,586
cache-misses              73,603,757,976  73,796,312,990
sched:sched_move_numa     996             981
sched:sched_stick_numa    10              54
sched:sched_swap_numa     193             286
migrate:mm_migrate_pages  646             713
vmstat 8th warehouse Single JVM 4 Socket - 4  Node Power7 - PowerVM
Event                   Before  After
numa_hint_faults        13422   14807
numa_hint_faults_local  5619    5738
numa_hit                36118   36230
numa_huge_pte_updates   0       0
numa_interleave         0       0
numa_local              36116   36228
numa_other              2       2
numa_pages_migrated     616     703
numa_pte_updates        13374   14742";0;1
mm: soft-offline: close the race against page allocation;0;0
"A process can be killed with SIGBUS(BUS_MCEERR_AR) when it tries to
allocate a page that was just freed on the way of soft-offline";0;0
" This is
undesirable because soft-offline (which is about corrected error) is
less aggressive than hard-offline (which is about uncorrected error),
and we can make soft-offline fail and keep using the page for good
reason like ""system is busy.""
Two main changes of this patch are";1;1
- setting migrate type of the target page to MIGRATE_ISOLATE;1;1
"As done
  in free_unref_page_commit(), this makes kernel bypass pcplist when
  freeing the page";1;1
"So we can assume that the page is in freelist just
  after put_page() returns,
- setting PG_hwpoison on free page under zone->lock which protects
  freelists, so this allows us to avoid setting PG_hwpoison on a page
  that is decided to be allocated soon.";1;1
mm: fix race on soft-offlining free huge pages;1;1
"Patch series ""mm: soft-offline: fix race against page allocation""";1;1
"Xishi recently reported the issue about race on reusing the target pages
of soft offlining";0;1
" Discussion and analysis showed that we need make
sure that setting PG_hwpoison should be done in the right place under
zone->lock for soft offline";1;1
" 1/2 handles free hugepage's case, and 2/2
hanldes free buddy page's case";0;1
This patch (of 2);1;0
"There's a race condition between soft offline and hugetlb_fault which
causes unexpected process killing and/or hugetlb allocation failure";0;1
The process killing is caused by the following flow;0;0
"  CPU 0               CPU 1              CPU 2
  soft offline
    get_any_page
    // find the hugetlb is free
                      mmap a hugetlb file
                      page fault
                          hugetlb_fault
                            hugetlb_no_page
                              alloc_huge_page
                              // succeed
      soft_offline_free_page
      // set hwpoison flag
                                         mmap the hugetlb file
                                         page fault
                                             hugetlb_fault
                                               hugetlb_no_page
                                                 find_lock_page
                                                   return VM_FAULT_HWPOISON
                                           mm_fault_error
                                             do_sigbus
                                             // kill the process
The hugetlb allocation failure comes from the following flow";1;0
"  CPU 0                          CPU 1
                                 mmap a hugetlb file
                                 // reserve all free page but don't fault-in
  soft offline
    get_any_page
    // find the hugetlb is free
      soft_offline_free_page
      // set hwpoison flag
        dissolve_free_huge_page
        // fail because all free hugepages are reserved
                                 page fault
                                     hugetlb_fault
                                       hugetlb_no_page
                                         alloc_huge_page
                                             dequeue_huge_page_node_exact
                                             // ignore hwpoisoned hugepage
                                             // and finally fail due to no-mem
The root cause of this is that current soft-offline code is written based
on an assumption that PageHWPoison flag should be set at first to avoid
accessing the corrupted data";0;1
" This makes sense for memory_failure() or
hard offline, but does not for soft offline because soft offline is about
corrected (not uncorrected) error and is safe from data lost";1;1
" This patch
changes soft offline semantics where it sets PageHWPoison flag only after
containment of the error page completes successfully.";1;1
include/linux/compiler*.h: make compiler-*.h mutually exclusive;1;1
"Commit cafa0010cd51 (""Raise the minimum required gcc version to 4.6"")
recently exposed a brittle part of the build for supporting non-gcc
compilers";1;1
"Both Clang and ICC define __GNUC__, __GNUC_MINOR__, and
__GNUC_PATCHLEVEL__ for quick compatibility with code bases that haven't
added compiler specific checks for __clang__ or __INTEL_COMPILER";0;0
"This is brittle, as they happened to get compatibility by posing as a
certain version of GCC";0;1
" This broke when upgrading the minimal version
of GCC required to build the kernel, to a version above what ICC and
Clang claim to be";0;1
"Rather than always including compiler-gcc.h then undefining or
redefining macros in compiler-intel.h or compiler-clang.h, let's
separate out the compiler specific macro definitions into mutually
exclusive headers, do more proper compiler detection, and keep shared
definitions in compiler_types.h";1;1
"Fixes: cafa0010cd51 (""Raise the minimum required gcc version to 4.6"")";0;1
dax: remove VM_MIXEDMAP for fsdax and device dax;1;0
This patch is reworked from an earlier patch that Dan has posted;1;1
"VM_MIXEDMAP is used by dax to direct mm paths like vm_normal_page() that
the memory page it is dealing with is not typical memory from the linear
map";0;1
" The get_user_pages_fast() path, since it does not resolve the vma,
use that as a VM_MIXEDMAP replacement in some locations";0;0
" In the cases
where there is no pte to consult we fallback to using vma_is_dax() to
detect the VM_MIXEDMAP special case";0;1
"Now that we have explicit driver pfn_t-flag opt-in/opt-out for
get_user_pages() support for DAX we can stop setting VM_MIXEDMAP";0;1
" This
also means we no longer need to worry about safely manipulating vm_flags
in a future where we support dynamically changing the dax mode of a
file";1;1
"DAX should also now be supported with madvise_behavior(), vma_merge(),
and copy_page_range()";1;1
This patch has been tested against ndctl unit test;0;0
" It has also been
tested against xfstests commit: 625515d using fake pmem created by
memmap and no additional issues have been observed.";0;0
mm: migrate: fix double call of radix_tree_replace_slot();1;1
"radix_tree_replace_slot() is called twice for head page, it's obviously
a bug";1;1
 Let's fix it.;1;1
mm: enable thp migration for shmem thp;1;0
"My testing for the latest kernel supporting thp migration showed an
infinite loop in offlining the memory block that is filled with shmem
thps";0;0
" We can get out of the loop with a signal, but kernel should return
with failure in this case";0;1
"What happens in the loop is that scan_movable_pages() repeats returning
the same pfn without any progress";1;0
" That's because page migration always
fails for shmem thps";0;1
"In memory offline code, memory blocks containing unmovable pages should be
prevented from being offline targets by has_unmovable_pages() inside
start_isolate_page_range()";0;0
" So it's possible to change migratability for
non-anonymous thps to avoid the issue, but it introduces more complex and
thp-specific handling in migration code, so it might not good";1;1
"So this patch is suggesting to fix the issue by enabling thp migration for
shmem thp";1;1
" Both of anon/shmem thp are migratable so we don't need
precheck about the type of thps.";1;1
mm: fix do_pages_move status handling;1;1
"Li Wang has reported that LTP move_pages04 test fails with the current
tree";1;0
LTP move_pages04;1;0
"   TFAIL  :  move_pages04.c:143: status[1] is EPERM, expected EFAULT
The test allocates an array of two pages, one is present while the other
is not (resp";0;1
" backed by zero page) and it expects EFAULT for the second
page as the man page suggests";0;1
" We are reporting EPERM which doesn't make
any sense and this is a result of a bug from cf5f16b23ec9 (""mm: unclutter
THP migration"")";0;1
"do_pages_move tries to handle as many pages in one batch as possible so we
queue all pages with the same node target together and that corresponds to
[start, i] range which is then used to update status array";0;1
add_page_for_migration will correctly notice the zero (resp;1;0
" !present)
page and returns with EFAULT which gets written to the status";1;0
" But if
this is the last page in the array we do not update start and so the last
store_status after the loop will overwrite the range of the last batch
with NUMA_NO_NODE (which corresponds to EPERM)";1;0
"Fix this by simply bailing out from the last flush if the pagelist is
empty as there is clearly nothing more to do.";1;1
page cache: use xa_lock;1;1
"Remove the address_space ->tree_lock and use the xa_lock newly added to
the radix_tree_root";1;0
" Rename the address_space ->page_tree to ->i_pages,
since we don't really care that it's a tree.";1;1
mm: unclutter THP migration;1;1
"THP migration is hacked into the generic migration with rather
surprising semantic";0;0
" The migration allocation callback is supposed to
check whether the THP can be migrated at once and if that is not the
case then it allocates a simple page to migrate";1;1
" unmap_and_move then
fixes that up by spliting the THP into small pages while moving the head
page to the newly allocated order-0 page";0;1
" Remaning pages are moved to
the LRU list by split_huge_page";1;0
" The same happens if the THP allocation
fails";1;0
 This is really ugly and error prone [1];0;1
"I also believe that split_huge_page to the LRU lists is inherently wrong
because all tail pages are not migrated";0;1
" Some callers will just work
around that by retrying (e.g";0;0
 memory hotplug);1;1
" There are other pfn
walkers which are simply broken though";0;0
 e.g;0;0
"madvise_inject_error will
migrate head and then advances next pfn by the huge page size";1;1
"do_move_page_to_node_array, queue_pages_range (migrate_pages, mbind),
will simply split the THP before migration if the THP migration is not
supported then falls back to single page migration but it doesn't handle
tail pages if the THP migration path is not able to allocate a fresh THP
so we end up with ENOMEM and fail the whole migration which is a
questionable behavior";0;1
" Page compaction doesn't try to migrate large
pages so it should be immune";0;1
"This patch tries to unclutter the situation by moving the special THP
handling up to the migrate_pages layer where it actually belongs";1;1
" We
simply split the THP page into the existing list if unmap_and_move fails
with ENOMEM and retry";1;0
" So we will _always_ migrate all THP subpages and
specific migrate_pages users do not have to deal with this case in a
special way.";0;0
mm, migrate: remove reason argument from new_page_t;1;0
No allocation callback is using this argument anymore;1;0
" new_page_node
used to use this parameter to convey node_id resp";0;1
" migration error up
to move_pages code (do_move_page_to_node_array)";1;0
" The error status never
made it into the final status field and we have a better way to
communicate node id to the status field now";0;1
" All other allocation
callbacks simply ignored the argument so we can drop it finally.";1;1
mm, numa: rework do_pages_move;0;0
"Patch series ""unclutter thp migration""
Motivation";0;1
"THP migration is hacked into the generic migration with rather
surprising semantic";0;0
" The migration allocation callback is supposed to
check whether the THP can be migrated at once and if that is not the
case then it allocates a simple page to migrate";1;1
" unmap_and_move then
fixes that up by splitting the THP into small pages while moving the
head page to the newly allocated order-0 page";0;1
" Remaining pages are
moved to the LRU list by split_huge_page";1;0
" The same happens if the THP
allocation fails";1;0
 This is really ugly and error prone [2];1;1
"I also believe that split_huge_page to the LRU lists is inherently wrong
because all tail pages are not migrated";0;1
" Some callers will just work
around that by retrying (e.g";0;0
 memory hotplug);1;1
" There are other pfn
walkers which are simply broken though";0;0
 e.g;0;0
